lon,lat,cluster_original,cluster_correlacion
-120,89.2150268554688,34,34
0,89.2150268554688,34,16
120,89.2150268554688,34,16
-160,87.6449356079102,34,28
-120,87.6449356079102,34,28
-80,87.6449356079102,34,16
-40,87.6449356079102,34,16
0,87.6449356079102,34,3
40,87.6449356079102,34,3
80,87.6449356079102,34,3
120,87.6449356079102,34,16
160,87.6449356079102,34,28
-168.75,86.0311508178711,34,7
-146.25,86.0311508178711,34,7
-123.75,86.0311508178711,34,34
-101.25,86.0311508178711,34,28
-78.75,86.0311508178711,34,16
-56.25,86.0311508178711,34,16
-33.75,86.0311508178711,34,16
-11.25,86.0311508178711,34,16
11.25,86.0311508178711,34,16
33.75,86.0311508178711,34,16
56.25,86.0311508178711,34,3
78.75,86.0311508178711,34,3
101.25,86.0311508178711,34,3
123.75,86.0311508178711,34,16
146.25,86.0311508178711,34,21
168.75,86.0311508178711,34,1
-171.818176269531,84.3950347900391,34,10
-155.454544067383,84.3950347900391,34,7
-139.090911865234,84.3950347900391,34,25
-122.727272033691,84.3950347900391,34,7
-106.363639831543,84.3950347900391,34,34
-90,84.3950347900391,34,28
-73.636360168457,84.3950347900391,34,17
-57.2727279663086,84.3950347900391,34,16
-40.9090919494629,84.3950347900391,34,16
-24.5454540252686,84.3950347900391,20,16
-8.18181800842285,84.3950347900391,20,16
8.18181800842285,84.3950347900391,20,15
24.5454540252686,84.3950347900391,20,15
40.9090919494629,84.3950347900391,20,16
57.2727279663086,84.3950347900391,14,16
73.636360168457,84.3950347900391,14,3
90,84.3950347900391,14,3
106.363639831543,84.3950347900391,34,3
122.727272033691,84.3950347900391,34,3
139.090911865234,84.3950347900391,34,9
155.454544067383,84.3950347900391,34,9
171.818176269531,84.3950347900391,34,7
-173.571426391602,82.7880706787109,34,36
-160.714279174805,82.7880706787109,34,25
-147.857147216797,82.7880706787109,34,25
-135,82.7880706787109,34,25
-122.142860412598,82.7880706787109,34,25
-109.285713195801,82.7880706787109,34,28
-96.4285736083984,82.7880706787109,34,27
-83.5714263916016,82.7880706787109,30,28
-70.7142868041992,82.7880706787109,29,18
-57.8571434020996,82.7880706787109,30,17
-45,82.7880706787109,29,18
-32.1428565979004,82.7880706787109,29,18
-19.2857151031494,82.7880706787109,20,16
-6.42857122421265,82.7880706787109,20,15
6.42857122421265,82.7880706787109,20,15
19.2857151031494,82.7880706787109,4,15
32.1428565979004,82.7880706787109,14,3
45,82.7880706787109,20,16
57.8571434020996,82.7880706787109,14,16
70.7142868041992,82.7880706787109,14,3
83.5714263916016,82.7880706787109,14,3
96.4285736083984,82.7880706787109,14,3
109.285713195801,82.7880706787109,34,16
122.142860412598,82.7880706787109,34,3
135,82.7880706787109,34,9
147.857147216797,82.7880706787109,34,9
160.714279174805,82.7880706787109,34,10
173.571426391602,82.7880706787109,34,10
-174.70588684082,81.1925506591797,34,1
-164.117645263672,81.1925506591797,34,36
-153.529418945312,81.1925506591797,34,25
-142.941177368164,81.1925506591797,34,25
-132.352935791016,81.1925506591797,34,25
-121.764709472656,81.1925506591797,34,25
-111.176467895508,81.1925506591797,34,34
-100.588233947754,81.1925506591797,34,27
-90,81.1925506591797,29,17
-79.4117660522461,81.1925506591797,29,18
-68.8235321044922,81.1925506591797,29,18
-58.235294342041,81.1925506591797,29,18
-47.6470603942871,81.1925506591797,29,18
-37.0588226318359,81.1925506591797,29,18
-26.470588684082,81.1925506591797,29,18
-15.8823528289795,81.1925506591797,29,18
-5.29411745071411,81.1925506591797,4,15
5.29411745071411,81.1925506591797,15,15
15.8823528289795,81.1925506591797,15,15
26.470588684082,81.1925506591797,4,15
37.0588226318359,81.1925506591797,15,15
47.6470603942871,81.1925506591797,15,15
58.235294342041,81.1925506591797,29,15
68.8235321044922,81.1925506591797,14,3
79.4117660522461,81.1925506591797,14,3
90,81.1925506591797,14,3
100.588233947754,81.1925506591797,14,3
111.176467895508,81.1925506591797,21,3
121.764709472656,81.1925506591797,34,3
132.352935791016,81.1925506591797,34,9
142.941177368164,81.1925506591797,34,9
153.529418945312,81.1925506591797,34,10
164.117645263672,81.1925506591797,34,10
174.70588684082,81.1925506591797,34,10
-175.609756469727,79.5836486816406,34,36
-166.82926940918,79.5836486816406,34,36
-158.048782348633,79.5836486816406,34,7
-149.268295288086,79.5836486816406,34,7
-140.487808227539,79.5836486816406,34,25
-131.707321166992,79.5836486816406,34,25
-122.926826477051,79.5836486816406,34,25
-114.146339416504,79.5836486816406,34,27
-105.365852355957,79.5836486816406,34,27
-96.5853652954102,79.5836486816406,30,28
-87.8048782348633,79.5836486816406,29,18
-79.0243911743164,79.5836486816406,29,18
-70.2439041137695,79.5836486816406,30,34
-61.4634132385254,79.5836486816406,29,18
-52.6829261779785,79.5836486816406,29,18
-43.9024391174316,79.5836486816406,29,18
-35.1219520568848,79.5836486816406,12,18
-26.3414630889893,79.5836486816406,29,18
-17.5609760284424,79.5836486816406,12,8
-8.78048801422119,79.5836486816406,12,14
0,79.5836486816406,12,14
8.78048801422119,79.5836486816406,29,14
17.5609760284424,79.5836486816406,29,9
26.3414630889893,79.5836486816406,29,9
35.1219520568848,79.5836486816406,3,15
43.9024391174316,79.5836486816406,15,15
52.6829261779785,79.5836486816406,15,15
61.4634132385254,79.5836486816406,15,3
70.2439041137695,79.5836486816406,15,3
79.0243911743164,79.5836486816406,14,3
87.8048782348633,79.5836486816406,14,3
96.5853652954102,79.5836486816406,17,9
105.365852355957,79.5836486816406,25,16
114.146339416504,79.5836486816406,21,3
122.926826477051,79.5836486816406,34,21
131.707321166992,79.5836486816406,34,9
140.487808227539,79.5836486816406,34,10
149.268295288086,79.5836486816406,34,10
158.048782348633,79.5836486816406,34,10
166.82926940918,79.5836486816406,34,36
175.609756469727,79.5836486816406,34,36
-176.170211791992,77.9628601074219,34,36
-168.510635375977,77.9628601074219,34,36
-160.851058959961,77.9628601074219,34,36
-153.191482543945,77.9628601074219,34,7
-145.531921386719,77.9628601074219,34,7
-137.872344970703,77.9628601074219,34,25
-130.212768554688,77.9628601074219,34,25
-122.553192138672,77.9628601074219,34,25
-114.893615722656,77.9628601074219,34,27
-107.234039306641,77.9628601074219,34,27
-99.5744705200195,77.9628601074219,30,27
-91.9148941040039,77.9628601074219,30,28
-84.2553176879883,77.9628601074219,17,18
-76.5957412719727,77.9628601074219,29,17
-68.9361724853516,77.9628601074219,29,18
-61.2765960693359,77.9628601074219,29,18
-53.6170196533203,77.9628601074219,12,18
-45.957447052002,77.9628601074219,12,18
-38.2978706359863,77.9628601074219,12,18
-30.638298034668,77.9628601074219,12,18
-22.978723526001,77.9628601074219,12,18
-15.319149017334,77.9628601074219,12,8
-7.65957450866699,77.9628601074219,12,8
0,77.9628601074219,12,9
7.65957450866699,77.9628601074219,12,14
15.319149017334,77.9628601074219,12,9
22.978723526001,77.9628601074219,29,9
30.638298034668,77.9628601074219,29,14
38.2978706359863,77.9628601074219,15,15
45.957447052002,77.9628601074219,15,15
53.6170196533203,77.9628601074219,15,15
61.2765960693359,77.9628601074219,15,3
68.9361724853516,77.9628601074219,15,3
76.5957412719727,77.9628601074219,15,3
84.2553176879883,77.9628601074219,14,3
91.9148941040039,77.9628601074219,14,3
99.5744705200195,77.9628601074219,14,16
107.234039306641,77.9628601074219,21,3
114.893615722656,77.9628601074219,21,3
122.553192138672,77.9628601074219,34,3
130.212768554688,77.9628601074219,34,15
137.872344970703,77.9628601074219,34,10
145.531921386719,77.9628601074219,34,10
153.191482543945,77.9628601074219,34,10
160.851058959961,77.9628601074219,34,36
168.510635375977,77.9628601074219,34,36
176.170211791992,77.9628601074219,34,36
-176.603775024414,76.3499145507812,34,34
-169.811325073242,76.3499145507812,34,34
-163.01887512207,76.3499145507812,34,34
-156.226409912109,76.3499145507812,34,34
-149.433959960938,76.3499145507812,34,7
-142.641510009766,76.3499145507812,34,7
-135.849060058594,76.3499145507812,34,7
-129.056610107422,76.3499145507812,34,25
-122.264152526855,76.3499145507812,24,27
-115.471694946289,76.3499145507812,16,12
-108.679244995117,76.3499145507812,30,27
-101.886795043945,76.3499145507812,16,12
-95.0943374633789,76.3499145507812,24,17
-88.301887512207,76.3499145507812,24,17
-81.5094375610352,76.3499145507812,17,17
-74.7169799804688,76.3499145507812,30,28
-67.9245300292969,76.3499145507812,29,18
-61.1320762634277,76.3499145507812,12,18
-54.3396224975586,76.3499145507812,12,18
-47.5471687316895,76.3499145507812,12,18
-40.7547187805176,76.3499145507812,12,18
-33.9622650146484,76.3499145507812,12,18
-27.1698112487793,76.3499145507812,12,18
-20.3773593902588,76.3499145507812,12,18
-13.5849056243896,76.3499145507812,12,9
-6.79245281219482,76.3499145507812,12,9
0,76.3499145507812,12,9
6.79245281219482,76.3499145507812,12,9
13.5849056243896,76.3499145507812,12,9
20.3773593902588,76.3499145507812,12,9
27.1698112487793,76.3499145507812,12,9
33.9622650146484,76.3499145507812,29,15
40.7547187805176,76.3499145507812,29,15
47.5471687316895,76.3499145507812,15,15
54.3396224975586,76.3499145507812,15,3
61.1320762634277,76.3499145507812,29,15
67.9245300292969,76.3499145507812,29,23
74.7169799804688,76.3499145507812,15,3
81.5094375610352,76.3499145507812,15,3
88.301887512207,76.3499145507812,14,3
95.0943374633789,76.3499145507812,15,16
101.886795043945,76.3499145507812,17,23
108.679244995117,76.3499145507812,17,23
115.471694946289,76.3499145507812,21,3
122.264152526855,76.3499145507812,21,3
129.056610107422,76.3499145507812,34,3
135.849060058594,76.3499145507812,34,10
142.641510009766,76.3499145507812,21,10
149.433959960938,76.3499145507812,34,28
156.226409912109,76.3499145507812,34,36
163.01887512207,76.3499145507812,34,36
169.811325073242,76.3499145507812,34,36
176.603775024414,76.3499145507812,34,34
-176.949157714844,74.7412261962891,34,34
-170.847457885742,74.7412261962891,34,34
-164.745758056641,74.7412261962891,34,34
-158.644073486328,74.7412261962891,34,34
-152.542373657227,74.7412261962891,34,34
-146.440673828125,74.7412261962891,34,7
-140.338989257812,74.7412261962891,34,7
-134.237289428711,74.7412261962891,34,7
-128.135589599609,74.7412261962891,34,25
-122.033897399902,74.7412261962891,27,27
-115.932205200195,74.7412261962891,27,7
-109.830505371094,74.7412261962891,30,27
-103.728813171387,74.7412261962891,30,27
-97.6271209716797,74.7412261962891,30,27
-91.5254211425781,74.7412261962891,24,17
-85.4237289428711,74.7412261962891,17,18
-79.3220367431641,74.7412261962891,30,27
-73.2203369140625,74.7412261962891,30,34
-67.1186447143555,74.7412261962891,30,27
-61.0169486999512,74.7412261962891,30,27
-54.9152526855469,74.7412261962891,12,18
-48.8135604858398,74.7412261962891,12,18
-42.7118644714355,74.7412261962891,12,18
-36.6101684570312,74.7412261962891,12,18
-30.5084743499756,74.7412261962891,12,18
-24.4067802429199,74.7412261962891,12,18
-18.3050842285156,74.7412261962891,12,9
-12.20339012146,74.7412261962891,12,9
-6.10169506072998,74.7412261962891,12,9
0,74.7412261962891,12,9
6.10169506072998,74.7412261962891,12,9
12.20339012146,74.7412261962891,12,9
18.3050842285156,74.7412261962891,12,9
24.4067802429199,74.7412261962891,12,9
30.5084743499756,74.7412261962891,12,9
36.6101684570312,74.7412261962891,12,9
42.7118644714355,74.7412261962891,12,15
48.8135604858398,74.7412261962891,15,3
54.9152526855469,74.7412261962891,29,15
61.0169486999512,74.7412261962891,29,3
67.1186447143555,74.7412261962891,15,3
73.2203369140625,74.7412261962891,15,3
79.3220367431641,74.7412261962891,15,3
85.4237289428711,74.7412261962891,15,3
91.5254211425781,74.7412261962891,17,23
97.6271209716797,74.7412261962891,17,23
103.728813171387,74.7412261962891,17,23
109.830505371094,74.7412261962891,17,23
115.932205200195,74.7412261962891,21,3
122.033897399902,74.7412261962891,21,5
128.135589599609,74.7412261962891,21,3
134.237289428711,74.7412261962891,34,34
140.338989257812,74.7412261962891,30,22
146.440673828125,74.7412261962891,30,34
152.542373657227,74.7412261962891,34,34
158.644073486328,74.7412261962891,34,34
164.745758056641,74.7412261962891,34,34
170.847457885742,74.7412261962891,34,34
176.949157714844,74.7412261962891,34,34
-177.230773925781,73.1344909667969,30,34
-171.692306518555,73.1344909667969,30,34
-166.153839111328,73.1344909667969,30,34
-160.615386962891,73.1344909667969,30,34
-155.076919555664,73.1344909667969,27,26
-149.538467407227,73.1344909667969,27,26
-144,73.1344909667969,27,13
-138.461532592773,73.1344909667969,34,13
-132.923080444336,73.1344909667969,34,7
-127.384613037109,73.1344909667969,34,20
-121.846153259277,73.1344909667969,17,18
-116.307693481445,73.1344909667969,17,18
-110.769233703613,73.1344909667969,27,27
-105.230766296387,73.1344909667969,17,18
-99.6923065185547,73.1344909667969,17,18
-94.1538467407227,73.1344909667969,17,18
-88.6153869628906,73.1344909667969,17,18
-83.0769195556641,73.1344909667969,17,18
-77.538459777832,73.1344909667969,11,18
-72,73.1344909667969,30,27
-66.461540222168,73.1344909667969,30,27
-60.9230766296387,73.1344909667969,12,27
-55.3846168518066,73.1344909667969,12,18
-49.8461532592773,73.1344909667969,12,18
-44.3076934814453,73.1344909667969,12,18
-38.769229888916,73.1344909667969,12,18
-33.230770111084,73.1344909667969,12,18
-27.6923084259033,73.1344909667969,12,18
-22.1538467407227,73.1344909667969,12,8
-16.615385055542,73.1344909667969,12,9
-11.0769233703613,73.1344909667969,12,9
-5.53846168518066,73.1344909667969,12,9
0,73.1344909667969,12,9
5.53846168518066,73.1344909667969,12,9
11.0769233703613,73.1344909667969,12,9
16.615385055542,73.1344909667969,12,9
22.1538467407227,73.1344909667969,12,9
27.6923084259033,73.1344909667969,12,9
33.230770111084,73.1344909667969,12,9
38.769229888916,73.1344909667969,12,9
44.3076934814453,73.1344909667969,12,15
49.8461532592773,73.1344909667969,12,15
55.3846168518066,73.1344909667969,29,23
60.9230766296387,73.1344909667969,15,3
66.461540222168,73.1344909667969,15,3
72,73.1344909667969,29,3
77.538459777832,73.1344909667969,15,3
83.0769195556641,73.1344909667969,17,23
88.6153869628906,73.1344909667969,17,23
94.1538467407227,73.1344909667969,17,23
99.6923065185547,73.1344909667969,17,23
105.230766296387,73.1344909667969,17,23
110.769233703613,73.1344909667969,17,23
116.307693481445,73.1344909667969,17,28
121.846153259277,73.1344909667969,11,22
127.384613037109,73.1344909667969,17,28
132.923080444336,73.1344909667969,30,34
138.461532592773,73.1344909667969,30,34
144,73.1344909667969,30,34
149.538467407227,73.1344909667969,30,34
155.076919555664,73.1344909667969,30,34
160.615386962891,73.1344909667969,30,34
166.153839111328,73.1344909667969,30,34
171.692306518555,73.1344909667969,30,34
177.230773925781,73.1344909667969,30,34
-177.464782714844,71.5280914306641,30,34
-172.39436340332,71.5280914306641,30,34
-167.323944091797,71.5280914306641,30,27
-162.253524780273,71.5280914306641,30,27
-157.18310546875,71.5280914306641,30,26
-152.112670898438,71.5280914306641,20,26
-147.042251586914,71.5280914306641,20,19
-141.971832275391,71.5280914306641,20,13
-136.901412963867,71.5280914306641,27,13
-131.830978393555,71.5280914306641,27,13
-126.760566711426,71.5280914306641,20,13
-121.690139770508,71.5280914306641,17,5
-116.619720458984,71.5280914306641,17,17
-111.549293518066,71.5280914306641,17,18
-106.478874206543,71.5280914306641,17,18
-101.408447265625,71.5280914306641,30,17
-96.3380279541016,71.5280914306641,17,17
-91.2676086425781,71.5280914306641,30,27
-86.1971817016602,71.5280914306641,17,18
-81.1267623901367,71.5280914306641,11,18
-76.0563354492188,71.5280914306641,11,18
-70.9859161376953,71.5280914306641,30,12
-65.9154891967773,71.5280914306641,12,12
-60.8450698852539,71.5280914306641,12,12
-55.7746467590332,71.5280914306641,12,12
-50.7042236328125,71.5280914306641,12,18
-45.6338043212891,71.5280914306641,12,18
-40.5633811950684,71.5280914306641,12,18
-35.4929580688477,71.5280914306641,12,18
-30.422534942627,71.5280914306641,12,18
-25.3521118164062,71.5280914306641,12,18
-20.2816905975342,71.5280914306641,12,9
-15.2112674713135,71.5280914306641,12,9
-10.1408452987671,71.5280914306641,12,9
-5.07042264938354,71.5280914306641,12,9
0,71.5280914306641,12,9
5.07042264938354,71.5280914306641,12,9
10.1408452987671,71.5280914306641,12,9
15.2112674713135,71.5280914306641,12,9
